CODE ,DESCRIPTION,QTY,UNIT PRICE,DATE,TIME,TYPE,PAYMENT METHOD,TOTAL AMOUNT
7B,Honey Sauce Fish,1,9,2/12/2024,12:53:24,Take Out,QR Pay,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,2/12/2024,12:55:04,Take Out,QR Pay,6.5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,2/12/2024,12:55:04,Take Out,QR Pay,9.5
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,2/12/2024,12:56:20,Take Out,QR Pay,6.5
4B,Gong Bao Sauce Fish,1,8,2/12/2024,13:07:46,Take Out,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,2/12/2024,13:07:46,Take Out,QR Pay,9
1B,Salt Egg Butter Milk Fish,1,9,2/12/2024,13:08:13,Take Out,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,2/12/2024,13:08:43,Dine In,Cash,8
6B,Si Chuan Mala Sauce Fish,1,9,2/12/2024,13:08:43,Dine In,Cash,9
1A,Salt Egg Butter Milk Chicken,1,8,2/12/2024,13:11:08,Dine In,Cash,8
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,2/12/2024,13:11:08,Dine In,Cash,9.5
2A,Sweet & Sour Sauce Chicken,1,7,2/12/2024,13:17:12,Take Out,QR Pay,7
2B,Sweet & Sour Sauce Fish,1,8,2/12/2024,13:17:12,Take Out,QR Pay,8
5B,Thai Patpet Sauce Fish,1,9,2/12/2024,13:17:12,Take Out,QR Pay,9
14,Cantonise Yi Mee,1,6.5,2/12/2024,13:17:22,Take Out,QR Pay,6.5
6B,Si Chuan Mala Sauce Fish,1,9,2/12/2024,13:17:22,Take Out,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,2/12/2024,13:17:40,Take Out,QR Pay,5
3B,Jin Xiang Sauce Fish,1,8,2/12/2024,13:19:33,Take Out,QR Pay,8
3A,Jin Xiang Sauce Chicken,1,7,2/12/2024,13:29:45,Take Out,QR Pay,7
9,Teriyaki Sauce Duck,1,9,2/12/2024,13:31:30,Dine In,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,2/12/2024,13:31:30,Dine In,QR Pay,5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,2/12/2024,13:39:10,Dine In,QR Pay,8.5
5B,Thai Patpet Sauce Fish,1,9,2/12/2024,13:39:10,Dine In,QR Pay,9
6A,Si Chuan Mala Sauce Chicken,1,8,2/12/2024,13:39:10,Dine In,QR Pay,8
8A,Black Paper Sauce Chicken,1,8,2/12/2024,13:40:12,Dine In,Cash,8
8A,Black Paper Sauce Chicken,1,8,2/12/2024,13:46:20,Take Out,QR Pay,8
4A,Gong Bao Sauce Chicken,1,7,2/12/2024,13:46:20,Take Out,QR Pay,7
5A,Thai Patpet Sauce Chicken,1,8,2/12/2024,13:52:20,Dine In,QR Pay,8
5B,Thai Patpet Sauce Fish,1,9,2/12/2024,13:52:20,Dine In,QR Pay,9
9M,Salt Egg Mala Sauce Duck,1,9,2/12/2024,13:53:02,Take Out,QR Pay,9
11C,Fried Golden Fish Roll (2 pcs),1,5,2/12/2024,13:53:02,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,2/12/2024,13:53:02,Take Out,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,2/12/2024,13:55:35,Dine In,QR Pay,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,2/12/2024,13:55:35,Dine In,QR Pay,9.5
4A,Gong Bao Sauce Chicken,1,7,2/12/2024,13:55:35,Dine In,QR Pay,7
11,Fried Chicken Wan-Tan (5 pcs),1,5,2/12/2024,13:56:42,Dine In,Cash,5
7A,Honey Sauce Chicken,1,8,2/12/2024,13:56:42,Dine In,Cash,8
3A,Jin Xiang Sauce Chicken,1,7,2/12/2024,14:02:43,Take Out,QR Pay,7
11,Fried Chicken Wan-Tan (5 pcs),1,5,2/12/2024,14:02:43,Take Out,QR Pay,5
4B,Gong Bao Sauce Fish,1,8,2/12/2024,14:02:43,Take Out,QR Pay,8
9B,Black Pepper Sauce Duck,1,9,2/12/2024,14:06:55,Take Out,QR Pay,9
11A,Fried Chicken Roll (2 pcs),1,5,2/12/2024,14:17:12,Dine In,Cash,5
9,Teriyaki Sauce Duck,1,9,2/12/2024,14:20:37,Take Out,QR Pay,9
11A,Fried Chicken Roll (2 pcs),2,5,2/12/2024,14:20:37,Take Out,QR Pay,10
4A,Gong Bao Sauce Chicken,1,7,2/12/2024,14:21:11,Take Out,QR Pay,7
6B,Si Chuan Mala Sauce Fish,1,9,2/12/2024,14:21:11,Take Out,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,2/12/2024,14:22:26,Take Out,QR Pay,7
11B,Fried Fish Ball (7 pcs),1,5,2/12/2024,14:22:26,Take Out,QR Pay,5
11,Fried Chicken Wan-Tan (5 pcs),2,5,2/12/2024,14:24:11,Dine In,Cash,10
3B,Jin Xiang Sauce Fish,1,8,2/12/2024,14:24:11,Dine In,Cash,8
2B,Sweet & Sour Sauce Fish,1,8,2/12/2024,14:26:08,Take Out,QR Pay,8
11A,Fried Chicken Roll (2 pcs),1,5,2/12/2024,14:26:08,Take Out,QR Pay,5
9M,Salt Egg Mala Sauce Duck,1,9,2/12/2024,14:26:54,Take Out,QR Pay,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,2/12/2024,14:33:15,Take Out,QR Pay,9.5
6A,Si Chuan Mala Sauce Chicken,1,8,2/12/2024,14:33:15,Take Out,QR Pay,8
8A,Black Paper Sauce Chicken,1,8,2/12/2024,14:36:17,Dine In,QR Pay,8
9B,Black Pepper Sauce Duck,1,9,2/12/2024,14:36:17,Dine In,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,2/12/2024,14:36:17,Dine In,QR Pay,8
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,2/12/2024,14:40:40,Dine In,Cash,8.5
8A,Black Paper Sauce Chicken,1,8,2/12/2024,14:42:15,Dine In,Cash,8
11B,Fried Fish Ball (7 pcs),1,5,2/12/2024,14:42:15,Dine In,Cash,5
7B,Honey Sauce Fish,1,9,2/12/2024,14:42:15,Dine In,Cash,9
1A,Salt Egg Butter Milk Chicken,1,8,2/12/2024,14:43:56,Take Out,QR Pay,8
8B,Black Paper Sauce Fish,1,9,2/12/2024,14:43:56,Take Out,QR Pay,9
7B,Honey Sauce Fish,1,9,2/12/2024,14:43:56,Take Out,QR Pay,9
9M,Salt Egg Mala Sauce Duck,1,9,2/12/2024,14:44:04,Dine In,Cash,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,2/12/2024,14:44:04,Dine In,Cash,5
2A,Sweet & Sour Sauce Chicken,1,7,2/12/2024,14:46:08,Take Out,QR Pay,7
3B,Jin Xiang Sauce Fish,1,8,2/12/2024,14:46:08,Take Out,QR Pay,8
4B,Gong Bao Sauce Fish,1,8,2/12/2024,14:46:08,Take Out,QR Pay,8
11,Fried Chicken Wan-Tan (5 pcs),1,5,2/12/2024,14:51:10,Take Out,QR Pay,5
7B,Honey Sauce Fish,1,9,2/12/2024,14:51:10,Take Out,QR Pay,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,2/12/2024,14:52:28,Dine In,Cash,9.5
5B,Thai Patpet Sauce Fish,1,9,2/12/2024,14:52:28,Dine In,Cash,9
6B,Si Chuan Mala Sauce Fish,1,9,2/12/2024,14:52:28,Dine In,Cash,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,2/12/2024,14:54:47,Take Out,QR Pay,6.5
9,Teriyaki Sauce Duck,1,9,2/12/2024,14:54:47,Take Out,QR Pay,9
7A,Honey Sauce Chicken,1,8,2/12/2024,14:54:47,Take Out,QR Pay,8
11C,Fried Golden Fish Roll (2 pcs),1,5,2/12/2024,15:04:34,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,2/12/2024,15:04:34,Take Out,QR Pay,8
11A,Fried Chicken Roll (2 pcs),1,5,2/12/2024,15:06:48,Dine In,QR Pay,5
5B,Thai Patpet Sauce Fish,1,9,2/12/2024,15:06:48,Dine In,QR Pay,9
1A,Salt Egg Butter Milk Chicken,1,8,2/12/2024,15:07:12,Take Out,QR Pay,8
9B,Black Pepper Sauce Duck,1,9,2/12/2024,15:08:06,Take Out,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,2/12/2024,15:08:06,Take Out,QR Pay,5
1B,Salt Egg Butter Milk Fish,1,9,2/12/2024,15:11:57,Take Out,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,2/12/2024,15:11:57,Take Out,QR Pay,5
6B,Si Chuan Mala Sauce Fish,1,9,2/12/2024,15:11:57,Take Out,QR Pay,9
9,Teriyaki Sauce Duck,1,9,2/12/2024,15:16:53,Take Out,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,2/12/2024,15:16:53,Take Out,QR Pay,8
2B,Sweet & Sour Sauce Fish,1,8,2/12/2024,15:28:26,Take Out,QR Pay,8
14,Cantonise Yi Mee,1,6.5,2/12/2024,15:33:30,Take Out,QR Pay,6.5
11,Fried Chicken Wan-Tan (5 pcs),1,5,2/12/2024,15:33:30,Take Out,QR Pay,5
1A,Salt Egg Butter Milk Chicken,1,8,2/12/2024,15:34:01,Dine In,QR Pay,8
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,2/12/2024,15:34:01,Dine In,QR Pay,9.5
11,Fried Chicken Wan-Tan (5 pcs),1,5,2/12/2024,15:34:01,Dine In,QR Pay,5
3A,Jin Xiang Sauce Chicken,1,7,2/12/2024,15:34:10,Dine In,QR Pay,7
11,Fried Chicken Wan-Tan (5 pcs),1,5,2/12/2024,15:34:10,Dine In,QR Pay,5
7B,Honey Sauce Fish,1,9,2/12/2024,15:34:20,Dine In,Cash,9
8A,Black Paper Sauce Chicken,1,8,2/12/2024,15:35:59,Dine In,Cash,8
11C,Fried Golden Fish Roll (2 pcs),1,5,2/12/2024,15:35:59,Dine In,Cash,5
14,Cantonise Yi Mee,1,6.5,2/12/2024,15:37:02,Dine In,Cash,6.5
7B,Honey Sauce Fish,1,9,2/12/2024,15:37:02,Dine In,Cash,9
1A,Salt Egg Butter Milk Chicken,1,8,2/12/2024,15:43:59,Dine In,Cash,8
3B,Jin Xiang Sauce Fish,1,8,2/12/2024,15:43:59,Dine In,Cash,8
11,Fried Chicken Wan-Tan (5 pcs),1,5,2/12/2024,15:43:59,Dine In,Cash,5
1B,Salt Egg Butter Milk Fish,1,9,2/12/2024,15:50:27,Take Out,QR Pay,9
6A,Si Chuan Mala Sauce Chicken,1,8,2/12/2024,15:50:27,Take Out,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,2/12/2024,15:50:27,Take Out,QR Pay,9
8B,Black Paper Sauce Fish,1,9,2/12/2024,15:52:35,Dine In,QR Pay,9
11A,Fried Chicken Roll (2 pcs),1,5,2/12/2024,15:52:35,Dine In,QR Pay,5
11B,Fried Fish Ball (7 pcs),1,5,2/12/2024,15:52:35,Dine In,QR Pay,5
14,Cantonise Yi Mee,1,6.5,2/12/2024,15:56:28,Take Out,QR Pay,6.5
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,2/12/2024,16:08:28,Take Out,QR Pay,6.5
2A,Sweet & Sour Sauce Chicken,1,7,2/12/2024,16:08:28,Take Out,QR Pay,7
11A,Fried Chicken Roll (2 pcs),1,5,2/12/2024,16:08:28,Take Out,QR Pay,5
1B,Salt Egg Butter Milk Fish,1,9,2/12/2024,16:11:51,Take Out,QR Pay,9
7B,Honey Sauce Fish,1,9,2/12/2024,16:11:51,Take Out,QR Pay,9
4B,Gong Bao Sauce Fish,1,8,2/12/2024,16:14:50,Dine In,QR Pay,8
8A,Black Paper Sauce Chicken,1,8,2/12/2024,16:21:16,Take Out,QR Pay,8
9,Teriyaki Sauce Duck,1,9,2/12/2024,16:21:16,Take Out,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,2/12/2024,16:21:16,Take Out,QR Pay,8
8A,Black Paper Sauce Chicken,1,8,2/12/2024,16:22:09,Take Out,QR Pay,8
5B,Thai Patpet Sauce Fish,1,9,2/12/2024,16:22:09,Take Out,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,2/12/2024,16:26,Dine In,Cash,8
4B,Gong Bao Sauce Fish,1,8,2/12/2024,16:26,Dine In,Cash,8
11C,Fried Golden Fish Roll (2 pcs),1,5,2/12/2024,16:26,Dine In,Cash,5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,2/12/2024,16:26:37,Take Out,QR Pay,9.5
9,Teriyaki Sauce Duck,1,9,2/12/2024,16:26:37,Take Out,QR Pay,9
8A,Black Paper Sauce Chicken,1,8,2/12/2024,16:32:41,Dine In,Cash,8
8B,Black Paper Sauce Fish,1,9,2/12/2024,16:32:41,Dine In,Cash,9
11B,Fried Fish Ball (7 pcs),1,5,2/12/2024,16:32:41,Dine In,Cash,5
8B,Black Paper Sauce Fish,1,9,2/12/2024,16:35:04,Dine In,Cash,9
2A,Sweet & Sour Sauce Chicken,1,7,2/12/2024,16:35:04,Dine In,Cash,7
11,Fried Chicken Wan-Tan (5 pcs),1,5,2/12/2024,16:35:04,Dine In,Cash,5
6B,Si Chuan Mala Sauce Fish,1,9,2/12/2024,16:41:05,Dine In,Cash,9
7B,Honey Sauce Fish,1,9,2/12/2024,16:41:05,Dine In,Cash,9
9B,Black Pepper Sauce Duck,1,9,2/12/2024,16:41:31,Take Out,QR Pay,9
7A,Honey Sauce Chicken,1,8,2/12/2024,16:41:31,Take Out,QR Pay,8
7B,Honey Sauce Fish,1,9,2/12/2024,16:41:31,Take Out,QR Pay,9
9B,Black Pepper Sauce Duck,1,9,2/12/2024,16:49:05,Dine In,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,2/12/2024,16:49:05,Dine In,QR Pay,8
5B,Thai Patpet Sauce Fish,1,9,2/12/2024,16:49:05,Dine In,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,2/12/2024,16:50:06,Take Out,QR Pay,7
11C,Fried Golden Fish Roll (2 pcs),1,5,2/12/2024,16:57:23,Take Out,QR Pay,5
7B,Honey Sauce Fish,1,9,2/12/2024,16:57:23,Take Out,QR Pay,9
9,Teriyaki Sauce Duck,1,9,2/12/2024,17:00:17,Take Out,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,2/12/2024,17:00:17,Take Out,QR Pay,7
6A,Si Chuan Mala Sauce Chicken,1,8,2/12/2024,17:00:17,Take Out,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,2/12/2024,17:04:48,Dine In,Cash,8
5A,Thai Patpet Sauce Chicken,1,8,2/12/2024,17:04:48,Dine In,Cash,8
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,2/12/2024,17:06:04,Take Out,QR Pay,9.5
7A,Honey Sauce Chicken,1,8,2/12/2024,17:06:04,Take Out,QR Pay,8
2A,Sweet & Sour Sauce Chicken,1,7,2/12/2024,17:07:40,Take Out,QR Pay,7
5B,Thai Patpet Sauce Fish,1,9,2/12/2024,17:07:40,Take Out,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,2/12/2024,17:08:40,Take Out,QR Pay,5
8B,Black Paper Sauce Fish,1,9,2/12/2024,17:11:04,Take Out,QR Pay,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,2/12/2024,17:11:04,Take Out,QR Pay,6.5
4B,Gong Bao Sauce Fish,1,8,2/12/2024,17:15:25,Take Out,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,2/12/2024,17:15:25,Take Out,QR Pay,9
7A,Honey Sauce Chicken,1,8,2/12/2024,17:15:25,Take Out,QR Pay,8
3B,Jin Xiang Sauce Fish,1,8,2/12/2024,17:18:10,Dine In,Cash,8
4B,Gong Bao Sauce Fish,1,8,2/12/2024,17:18:10,Dine In,Cash,8
14,Cantonise Yi Mee,1,6.5,2/12/2024,17:27:32,Take Out,QR Pay,6.5
2A,Sweet & Sour Sauce Chicken,1,7,2/12/2024,17:27:32,Take Out,QR Pay,7
6A,Si Chuan Mala Sauce Chicken,1,8,2/12/2024,17:27:32,Take Out,QR Pay,8
3B,Jin Xiang Sauce Fish,1,8,2/12/2024,17:31:39,Dine In,QR Pay,8
6B,Si Chuan Mala Sauce Fish,2,9,2/12/2024,17:31:39,Dine In,QR Pay,18
9,Teriyaki Sauce Duck,1,9,2/12/2024,17:35:30,Dine In,Cash,9
11B,Fried Fish Ball (7 pcs),1,5,2/12/2024,17:35:30,Dine In,Cash,5
5A,Thai Patpet Sauce Chicken,1,8,2/12/2024,17:35:30,Dine In,Cash,8
1B,Salt Egg Butter Milk Fish,1,9,2/12/2024,17:36:12,Dine In,Cash,9
5B,Thai Patpet Sauce Fish,1,9,2/12/2024,17:36:52,Take Out,QR Pay,9
7B,Honey Sauce Fish,1,9,2/12/2024,17:36:52,Take Out,QR Pay,9
4A,Gong Bao Sauce Chicken,2,7,2/12/2024,17:43:44,Dine In,Cash,14
4B,Gong Bao Sauce Fish,1,8,2/12/2024,17:43:44,Dine In,Cash,8
7A,Honey Sauce Chicken,1,8,2/12/2024,17:52:05,Dine In,Cash,8
9B,Black Pepper Sauce Duck,1,9,3/12/2024,11:00:07,Dine In,Cash,9
1B,Salt Egg Butter Milk Fish,1,9,3/12/2024,11:00:29,Take Out,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,3/12/2024,11:00:29,Take Out,QR Pay,5
8A,Black Paper Sauce Chicken,1,8,3/12/2024,11:03:21,Take Out,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,3/12/2024,11:03:21,Take Out,QR Pay,6.5
5A,Thai Patpet Sauce Chicken,1,8,3/12/2024,11:03:21,Take Out,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,3/12/2024,11:09:38,Take Out,QR Pay,6.5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,3/12/2024,11:09:38,Take Out,QR Pay,8.5
3B,Jin Xiang Sauce Fish,1,8,3/12/2024,11:09:38,Take Out,QR Pay,8
7B,Honey Sauce Fish,1,9,3/12/2024,11:20:35,Dine In,Cash,9
11A,Fried Chicken Roll (2 pcs),1,5,3/12/2024,11:20:55,Dine In,QR Pay,5
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,3/12/2024,11:24:17,Dine In,Cash,6.5
9B,Black Pepper Sauce Duck,1,9,3/12/2024,11:24:17,Dine In,Cash,9
11B,Fried Fish Ball (7 pcs),1,5,3/12/2024,11:24:17,Dine In,Cash,5
8B,Black Paper Sauce Fish,1,9,3/12/2024,11:24:54,Take Out,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,3/12/2024,11:24:54,Take Out,QR Pay,8
11B,Fried Fish Ball (7 pcs),1,5,3/12/2024,11:24:54,Take Out,QR Pay,5
5A,Thai Patpet Sauce Chicken,1,8,3/12/2024,11:28:30,Dine In,Cash,8
7B,Honey Sauce Fish,1,9,3/12/2024,11:28:30,Dine In,Cash,9
11B,Fried Fish Ball (7 pcs),1,5,3/12/2024,11:35:07,Take Out,QR Pay,5
4B,Gong Bao Sauce Fish,1,8,3/12/2024,11:35:07,Take Out,QR Pay,8
7B,Honey Sauce Fish,1,9,3/12/2024,11:46:51,Take Out,QR Pay,9
14,Cantonise Yi Mee,1,6.5,3/12/2024,11:48:12,Dine In,Cash,6.5
11B,Fried Fish Ball (7 pcs),1,5,3/12/2024,11:48:12,Dine In,Cash,5
7B,Honey Sauce Fish,1,9,3/12/2024,11:48:12,Dine In,Cash,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,3/12/2024,11:48:33,Take Out,QR Pay,6.5
11B,Fried Fish Ball (7 pcs),1,5,3/12/2024,11:48:33,Take Out,QR Pay,5
11B,Fried Fish Ball (7 pcs),1,5,3/12/2024,11:56:51,Take Out,QR Pay,5
3A,Jin Xiang Sauce Chicken,1,7,3/12/2024,12:02:27,Dine In,Cash,7
9B,Black Pepper Sauce Duck,1,9,3/12/2024,12:02:27,Dine In,Cash,9
1A,Salt Egg Butter Milk Chicken,1,8,3/12/2024,12:02:39,Take Out,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,3/12/2024,12:05:20,Dine In,QR Pay,9
9M,Salt Egg Mala Sauce Duck,1,9,3/12/2024,12:06:14,Take Out,QR Pay,9
11C,Fried Golden Fish Roll (2 pcs),1,5,3/12/2024,12:06:14,Take Out,QR Pay,5
11A,Fried Chicken Roll (2 pcs),1,5,3/12/2024,12:07:24,Dine In,QR Pay,5
11C,Fried Golden Fish Roll (2 pcs),1,5,3/12/2024,12:07:53,Dine In,Cash,5
3B,Jin Xiang Sauce Fish,1,8,3/12/2024,12:09:52,Take Out,QR Pay,8
7B,Honey Sauce Fish,1,9,3/12/2024,12:09:52,Take Out,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,3/12/2024,12:11:17,Dine In,Cash,7
11A,Fried Chicken Roll (2 pcs),1,5,3/12/2024,12:14:58,Dine In,QR Pay,5
4B,Gong Bao Sauce Fish,1,8,3/12/2024,12:14:58,Dine In,QR Pay,8
5B,Thai Patpet Sauce Fish,1,9,3/12/2024,12:14:58,Dine In,QR Pay,9
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,3/12/2024,12:34:54,Take Out,QR Pay,8.5
2B,Sweet & Sour Sauce Fish,1,8,3/12/2024,12:34:54,Take Out,QR Pay,8
3A,Jin Xiang Sauce Chicken,1,7,3/12/2024,12:34:54,Take Out,QR Pay,7
2A,Sweet & Sour Sauce Chicken,1,7,3/12/2024,12:35:59,Take Out,QR Pay,7
5B,Thai Patpet Sauce Fish,2,9,3/12/2024,12:35:59,Take Out,QR Pay,18
1B,Salt Egg Butter Milk Fish,1,9,3/12/2024,12:38:20,Dine In,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,3/12/2024,12:38:20,Dine In,QR Pay,8
4B,Gong Bao Sauce Fish,1,8,3/12/2024,12:38:20,Dine In,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,3/12/2024,12:38:21,Take Out,QR Pay,8
8B,Black Paper Sauce Fish,1,9,3/12/2024,12:38:21,Take Out,QR Pay,9
1B,Salt Egg Butter Milk Fish,1,9,3/12/2024,12:38:21,Take Out,QR Pay,9
8A,Black Paper Sauce Chicken,1,8,3/12/2024,12:50:59,Take Out,QR Pay,8
9M,Salt Egg Mala Sauce Duck,1,9,3/12/2024,12:57:22,Dine In,QR Pay,9
9B,Black Pepper Sauce Duck,1,9,3/12/2024,12:57:22,Dine In,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,3/12/2024,12:57:22,Dine In,QR Pay,8
3A,Jin Xiang Sauce Chicken,1,7,3/12/2024,13:03:54,Dine In,Cash,7
7A,Honey Sauce Chicken,1,8,3/12/2024,13:03:54,Dine In,Cash,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,3/12/2024,13:14:52,Take Out,QR Pay,6.5
3A,Jin Xiang Sauce Chicken,1,7,3/12/2024,13:15:43,Take Out,QR Pay,7
11B,Fried Fish Ball (7 pcs),1,5,3/12/2024,13:29:30,Take Out,QR Pay,5
7A,Honey Sauce Chicken,1,8,3/12/2024,13:29:30,Take Out,QR Pay,8
8B,Black Paper Sauce Fish,1,9,3/12/2024,13:30:47,Take Out,QR Pay,9
4A,Gong Bao Sauce Chicken,1,7,3/12/2024,13:30:47,Take Out,QR Pay,7
11B,Fried Fish Ball (7 pcs),1,5,3/12/2024,13:40:45,Take Out,QR Pay,5
8B,Black Paper Sauce Fish,1,9,3/12/2024,13:42:30,Take Out,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,3/12/2024,13:42:30,Take Out,QR Pay,8
6A,Si Chuan Mala Sauce Chicken,1,8,3/12/2024,13:42:30,Take Out,QR Pay,8
3A,Jin Xiang Sauce Chicken,1,7,3/12/2024,13:43:12,Dine In,Cash,7
4A,Gong Bao Sauce Chicken,1,7,3/12/2024,13:43:12,Dine In,Cash,7
5A,Thai Patpet Sauce Chicken,1,8,3/12/2024,13:43:12,Dine In,Cash,8
11B,Fried Fish Ball (7 pcs),1,5,3/12/2024,13:44:06,Dine In,Cash,5
8B,Black Paper Sauce Fish,1,9,3/12/2024,13:44:59,Take Out,QR Pay,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,3/12/2024,13:44:59,Take Out,QR Pay,9.5
8B,Black Paper Sauce Fish,1,9,3/12/2024,13:47:58,Dine In,QR Pay,9
5B,Thai Patpet Sauce Fish,1,9,3/12/2024,13:47:58,Dine In,QR Pay,9
1B,Salt Egg Butter Milk Fish,1,9,3/12/2024,13:57:55,Take Out,QR Pay,9
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,3/12/2024,14:00:12,Take Out,QR Pay,8.5
5B,Thai Patpet Sauce Fish,1,9,3/12/2024,14:02:41,Dine In,Cash,9
11B,Fried Fish Ball (7 pcs),1,5,3/12/2024,14:05:43,Dine In,QR Pay,5
5B,Thai Patpet Sauce Fish,1,9,3/12/2024,14:05:43,Dine In,QR Pay,9
7B,Honey Sauce Fish,1,9,3/12/2024,14:05:43,Dine In,QR Pay,9
8A,Black Paper Sauce Chicken,1,8,3/12/2024,14:09:53,Dine In,QR Pay,8
3A,Jin Xiang Sauce Chicken,1,7,3/12/2024,14:09:53,Dine In,QR Pay,7
2B,Sweet & Sour Sauce Fish,1,8,3/12/2024,14:10:20,Dine In,Cash,8
11B,Fried Fish Ball (7 pcs),1,5,3/12/2024,14:10:20,Dine In,Cash,5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,3/12/2024,14:11:33,Dine In,QR Pay,9.5
11,Fried Chicken Wan-Tan (5 pcs),1,5,3/12/2024,14:11:33,Dine In,QR Pay,5
4B,Gong Bao Sauce Fish,1,8,3/12/2024,14:11:33,Dine In,QR Pay,8
9B,Black Pepper Sauce Duck,1,9,3/12/2024,14:14:51,Dine In,Cash,9
9M,Salt Egg Mala Sauce Duck,1,9,3/12/2024,14:15:41,Dine In,Cash,9
11,Fried Chicken Wan-Tan (5 pcs),2,5,3/12/2024,14:16:23,Dine In,Cash,10
6A,Si Chuan Mala Sauce Chicken,1,8,3/12/2024,14:16:23,Dine In,Cash,8
11C,Fried Golden Fish Roll (2 pcs),1,5,3/12/2024,14:18:50,Dine In,Cash,5
6A,Si Chuan Mala Sauce Chicken,1,8,3/12/2024,14:18:50,Dine In,Cash,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,3/12/2024,14:22,Take Out,QR Pay,6.5
9,Teriyaki Sauce Duck,1,9,3/12/2024,14:22,Take Out,QR Pay,9
11A,Fried Chicken Roll (2 pcs),1,5,3/12/2024,14:22,Take Out,QR Pay,5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,3/12/2024,14:28:57,Take Out,QR Pay,8.5
9,Teriyaki Sauce Duck,1,9,3/12/2024,14:28:57,Take Out,QR Pay,9
6A,Si Chuan Mala Sauce Chicken,1,8,3/12/2024,14:28:57,Take Out,QR Pay,8
14,Cantonise Yi Mee,1,6.5,3/12/2024,14:31:33,Take Out,QR Pay,6.5
3A,Jin Xiang Sauce Chicken,1,7,3/12/2024,14:31:33,Take Out,QR Pay,7
4A,Gong Bao Sauce Chicken,1,7,3/12/2024,14:31:33,Take Out,QR Pay,7
2A,Sweet & Sour Sauce Chicken,1,7,3/12/2024,14:34,Dine In,Cash,7
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,3/12/2024,14:35:31,Take Out,QR Pay,6.5
9M,Salt Egg Mala Sauce Duck,1,9,3/12/2024,14:35:31,Take Out,QR Pay,9
